evtID,CutID,bpmX,bpmY,focal_x,focal_y,focal_th,focal_ph,targCalTh,targCalPh 
44630,58,-0.000200,-0.000498,0.108973,-0.007919,0.006040,0.002094,-0.014398,0.006455 
44633,59,-0.000200,-0.000498,0.119774,-0.008788,0.000198,0.003134,-0.000813,0.006455 
44644,60,-0.000200,-0.000498,0.124183,-0.009422,-0.008245,0.002480,0.012772,0.006455 
44652,54,-0.000200,-0.000498,0.148143,-0.011512,-0.018685,-0.003178,0.033149,0.003330 
44654,79,-0.000200,-0.000498,0.105620,-0.022633,0.006856,0.006296,-0.014398,0.018896 
44662,49,-0.000200,-0.000498,0.107845,-0.010903,0.015401,-0.002362,-0.034775,0.003330 
44669,73,-0.000200,-0.000498,0.122320,-0.018734,-0.004614,0.006131,0.005979,0.015832 
44671,66,-0.000200,-0.000498,0.118822,-0.014271,-0.001503,0.005734,-0.000813,0.012706 
44676,71,-0.000200,-0.000498,0.104252,-0.020218,0.009482,0.003313,-0.021190,0.015832 
44689,58,-0.000200,-0.000498,0.025903,-0.007756,0.004246,0.003944,-0.014398,0.006455 
44693,60,-0.000200,-0.000498,0.087782,-0.008389,-0.006109,0.001445,0.012772,0.006455 
44694,73,-0.000200,-0.000498,0.123978,-0.017739,-0.003522,0.006603,0.005979,0.015832 
44702,68,-0.000200,-0.000498,0.144388,-0.017877,-0.015576,0.007117,0.026357,0.012706 
44707,61,-0.000200,-0.000498,0.141580,-0.013090,-0.014423,0.001835,0.026357,0.006455 
44708,87,-0.000200,-0.000498,0.120546,-0.024106,-0.004601,0.013660,0.005979,0.022083 
44710,72,-0.000200,-0.000498,0.113066,-0.018655,0.002797,0.006580,-0.007606,0.015832 
44711,73,-0.000200,-0.000498,0.121016,-0.018691,-0.003766,0.007977,0.005979,0.015832 
44717,71,-0.000200,-0.000498,0.103946,-0.019430,0.010307,0.002624,-0.021190,0.015832 
44718,72,-0.000200,-0.000498,0.112480,-0.018122,0.004028,0.006067,-0.007606,0.015832 
44723,61,-0.000200,-0.000498,0.140399,-0.011481,-0.014080,-0.000169,0.026357,0.006455 
44724,73,-0.000200,-0.000498,0.122639,-0.017937,-0.004838,0.008788,0.005979,0.015832 
44732,59,-0.000200,-0.000498,0.108735,-0.006753,-0.000411,0.002492,-0.000813,0.006455 
44737,54,-0.000200,-0.000498,0.146573,-0.010332,-0.019459,-0.002439,0.033149,0.003330 
44738,67,-0.000200,-0.000498,0.128869,-0.015500,-0.007248,0.006232,0.012772,0.012706 
44746,68,-0.000200,-0.000498,0.142039,-0.017964,-0.016705,0.008048,0.026357,0.012706 
44748,65,-0.000200,-0.000498,0.090958,-0.015854,0.007073,0.005144,-0.014398,0.012706 
44754,65,-0.000200,-0.000498,0.089813,-0.015686,0.006958,0.002537,-0.014398,0.012706 
44757,66,-0.000200,-0.000498,0.117867,-0.015535,-0.001058,0.005212,-0.000813,0.012706 
44764,61,-0.000200,-0.000498,-0.190422,-0.008367,-0.013648,0.004746,0.026357,0.006455 
44770,65,-0.000200,-0.000498,0.111013,-0.015284,0.007484,0.003979,-0.014398,0.012706 
44775,66,-0.000200,-0.000498,0.117830,-0.014048,0.000110,0.003883,-0.000813,0.012706 
44783,59,-0.000200,-0.000498,0.119930,-0.008122,0.000216,0.004110,-0.000813,0.006455 
44786,60,-0.000200,-0.000498,0.127887,-0.008543,-0.006014,0.001651,0.012772,0.006455 
44793,49,-0.000200,-0.000498,0.109762,-0.011499,0.015639,-0.005216,-0.034775,0.003330 
44796,71,-0.000200,-0.000498,-0.094256,-0.014346,0.006029,0.010651,-0.021190,0.015832 
44805,74,-0.000200,-0.000498,0.132124,-0.019616,-0.011536,0.008001,0.019564,0.015832 
44811,66,-0.000200,-0.000498,0.118394,-0.014743,-0.001215,0.005399,-0.000813,0.012706 
44814,71,-0.000200,-0.000498,0.105742,-0.020774,0.010235,0.003028,-0.021190,0.015832 
44815,66,-0.000200,-0.000498,0.036233,-0.014330,-0.000421,0.004428,-0.000813,0.012706 
44817,81,-0.000200,-0.000498,-0.199586,-0.013049,-0.008281,0.022969,0.012772,0.018896 
44818,79,-0.000200,-0.000498,0.085376,-0.021389,0.006748,0.008076,-0.014398,0.018896 
44822,68,-0.000200,-0.000498,0.144589,-0.018122,-0.015252,0.007391,0.026357,0.012706 
44823,59,-0.000200,-0.000498,0.119042,-0.007470,-0.000509,0.001035,-0.000813,0.006455 
44840,71,-0.000200,-0.000498,0.103384,-0.019860,0.009081,0.003491,-0.021190,0.015832 
44845,79,-0.000200,-0.000498,0.062451,-0.020655,0.007111,0.010633,-0.014398,0.018896 
44846,54,-0.000200,-0.000498,0.151029,-0.009986,-0.018797,-0.004212,0.033149,0.003330 
44849,81,-0.000200,-0.000498,0.125080,-0.021038,-0.009390,0.011970,0.012772,0.018896 
44866,49,-0.000200,-0.000498,0.109583,-0.010416,0.014220,-0.003021,-0.034775,0.003330 
44874,54,-0.000200,-0.000498,0.148475,-0.011549,-0.018083,-0.000927,0.033149,0.003330 
