evtID,CutID,bpmX,bpmY,focal_x,focal_y,focal_th,focal_ph,targCalTh,targCalPh 
0,218,-0.000197,-0.000500,-0.130765,0.005813,0.007677,-0.008665,-0.027985,-0.010953 
1,240,-0.000197,-0.000500,-0.141679,-0.002140,0.004728,-0.000855,-0.014400,0.000201 
2,253,-0.000197,-0.000500,-0.145590,-0.009682,0.009972,0.002105,-0.027985,0.006452 
3,260,-0.000197,-0.000500,-0.151331,-0.014054,0.011564,0.007362,-0.027985,0.012703 
4,222,-0.000197,-0.000500,-0.225665,0.005035,-0.007955,-0.010430,0.026355,-0.010953 
5,234,-0.000197,-0.000500,-0.152320,0.013451,-0.001183,0.004687,-0.000815,-0.006050 
6,241,-0.000197,-0.000500,-0.147588,0.000276,-0.001838,-0.001461,-0.000815,0.000201 
7,221,-0.000197,-0.000500,-0.160534,0.009866,-0.004156,-0.008436,0.012770,-0.010953 
8,254,-0.000197,-0.000500,-0.239490,-0.004775,0.003981,0.006924,-0.014400,0.006452 
9,256,-0.000197,-0.000500,-0.157228,-0.006988,-0.007912,0.005135,0.012770,0.006452 
10,246,-0.000197,-0.000500,-0.142505,-0.006038,0.006434,0.000027,-0.021192,0.003326 
11,235,-0.000197,-0.000500,-0.178851,0.003939,-0.004349,-0.007896,0.012770,-0.006050 
12,228,-0.000197,-0.000500,-0.159281,0.004172,-0.006375,-0.011177,0.019562,-0.008502 
13,228,-0.000197,-0.000500,-0.177724,0.002771,-0.007626,-0.012459,0.019562,-0.008502 
14,254,-0.000197,-0.000500,-0.146601,-0.006866,0.005970,0.004362,-0.014400,0.006452 
15,239,-0.000197,-0.000500,-0.139969,-0.006085,0.010151,-0.003478,-0.027985,0.000201 
16,235,-0.000197,-0.000500,-0.154843,0.005105,-0.004492,-0.005008,0.012770,-0.006050 
17,282,-0.000197,-0.000500,-0.154827,-0.015977,0.002014,0.019754,-0.007607,0.022080 
18,275,-0.000197,-0.000500,-0.154887,-0.015785,0.004841,0.015593,-0.014400,0.018893 
19,246,-0.000197,-0.000500,-0.142764,-0.006289,0.006986,-0.000325,-0.021192,0.003326 
20,270,-0.000197,-0.000500,-0.142216,-0.012687,-0.010838,0.015796,0.019562,0.015829 
21,246,-0.000197,-0.000500,-0.144228,-0.006017,0.007718,0.002006,-0.021192,0.003326 
22,247,-0.000197,-0.000500,-0.145216,-0.001868,0.001173,0.002582,-0.007607,0.003326 
23,250,-0.000197,-0.000500,-0.136471,-0.009400,-0.017286,0.001242,0.033147,0.003326 
24,227,-0.000197,-0.000500,-0.152663,0.009057,-0.001968,-0.003651,0.005978,-0.008502 
25,228,-0.000197,-0.000500,-0.157745,0.004410,-0.006926,-0.010231,0.019562,-0.008502 
26,257,-0.000197,-0.000500,-0.140439,-0.008438,-0.013409,0.005308,0.026355,0.006452 
27,270,-0.000197,-0.000500,-0.141309,-0.012910,-0.012225,0.016746,0.019562,0.015829 
28,222,-0.000197,-0.000500,-0.209250,0.002315,-0.008721,-0.014960,0.026355,-0.010953 
29,253,-0.000197,-0.000500,-0.145790,-0.009755,0.009904,0.002352,-0.027985,0.006452 
30,241,-0.000197,-0.000500,-0.146261,-0.000053,-0.000330,0.000580,-0.000815,0.000201 
31,228,-0.000197,-0.000500,-0.156915,0.003236,-0.007248,-0.011027,0.019562,-0.008502 
32,241,-0.000197,-0.000500,-0.147369,0.000713,-0.000244,0.002745,-0.000815,0.000201 
33,262,-0.000197,-0.000500,-0.151244,-0.011436,-0.001769,0.009962,-0.000815,0.012703 
34,232,-0.000197,-0.000500,-0.131681,-0.000150,0.010494,-0.006830,-0.027985,-0.006050 
35,242,-0.000197,-0.000500,-0.149536,-0.001462,-0.005708,-0.000908,0.012770,0.000201 
36,243,-0.000197,-0.000500,-0.145797,-0.005168,-0.013640,-0.002819,0.026355,0.000201 
37,234,-0.000197,-0.000500,-0.162858,0.006802,-0.000557,-0.003927,-0.000815,-0.006050 
38,232,-0.000197,-0.000500,-0.130729,-0.000317,0.009623,-0.008756,-0.027985,-0.006050 
39,227,-0.000197,-0.000500,-0.154723,0.008377,-0.002010,-0.005946,0.005978,-0.008502 
40,235,-0.000197,-0.000500,-0.159567,0.005024,-0.004725,-0.006394,0.012770,-0.006050 
41,275,-0.000197,-0.000500,-0.154003,-0.015662,0.006663,0.015991,-0.014400,0.018893 
42,233,-0.000197,-0.000500,-0.142019,0.005448,0.004552,-0.004570,-0.014400,-0.006050 
43,227,-0.000197,-0.000500,-0.152713,0.007863,-0.002225,-0.005455,0.005978,-0.008502 
44,262,-0.000197,-0.000500,-0.155005,-0.010172,-0.001293,0.011096,-0.000815,0.012703 
45,226,-0.000197,-0.000500,-0.143700,0.009354,0.002121,-0.005985,-0.007607,-0.008502 
46,275,-0.000197,-0.000500,-0.156450,-0.015895,0.005362,0.014082,-0.014400,0.018893 
47,227,-0.000197,-0.000500,-0.159949,0.006196,-0.001646,-0.010816,0.005978,-0.008502 
48,228,-0.000197,-0.000500,-0.156933,0.003577,-0.007871,-0.008553,0.019562,-0.008502 
49,267,-0.000197,-0.000500,-0.154530,-0.015751,0.008659,0.009134,-0.021192,0.015829 
50,219,-0.000197,-0.000500,-0.134605,0.011941,0.003846,-0.004639,-0.014400,-0.010953 
51,282,-0.000197,-0.000500,-0.154509,-0.016907,0.003582,0.017844,-0.007607,0.022080 
52,228,-0.000197,-0.000500,-0.156368,0.003302,-0.005702,-0.009849,0.019562,-0.008502 
53,229,-0.000197,-0.000500,-0.152228,-0.002683,-0.014722,-0.014280,0.033147,-0.008502 
54,267,-0.000197,-0.000500,-0.156284,-0.014923,0.007864,0.011527,-0.021192,0.015829 
55,241,-0.000197,-0.000500,-0.142075,-0.000816,0.001284,0.000121,-0.000815,0.000201 
56,227,-0.000197,-0.000500,-0.156610,0.008296,-0.002257,-0.006869,0.005978,-0.008502 
57,248,-0.000197,-0.000500,-0.146449,-0.002500,-0.003043,0.002268,0.005978,0.003326 
58,221,-0.000197,-0.000500,-0.155404,0.007828,-0.004548,-0.010581,0.012770,-0.010953 
59,222,-0.000197,-0.000500,-0.164709,0.003318,-0.008825,-0.014363,0.026355,-0.010953 
60,228,-0.000197,-0.000500,-0.159771,0.005269,-0.006742,-0.009966,0.019562,-0.008502 
61,224,-0.000197,-0.000500,-0.125669,-0.002371,0.012871,-0.010951,-0.034777,-0.008502 
62,242,-0.000197,-0.000500,-0.143357,-0.002490,-0.007479,-0.003146,0.012770,0.000201 
63,247,-0.000197,-0.000500,-0.146045,-0.003227,0.002941,0.001284,-0.007607,0.003326 
64,226,-0.000197,-0.000500,-0.142564,0.009125,0.002392,-0.004357,-0.007607,-0.008502 
65,218,-0.000197,-0.000500,-0.123074,0.004412,0.008218,-0.010297,-0.027985,-0.010953 
66,275,-0.000197,-0.000500,-0.155701,-0.015663,0.006159,0.016710,-0.014400,0.018893 
67,282,-0.000197,-0.000500,-0.154453,-0.016991,0.002348,0.018772,-0.007607,0.022080 
68,228,-0.000197,-0.000500,-0.157538,0.004200,-0.006851,-0.008032,0.019562,-0.008502 
69,249,-0.000197,-0.000500,-0.150760,-0.005685,-0.010122,0.001839,0.019562,0.003326 
70,227,-0.000197,-0.000500,-0.152189,0.008800,-0.002237,-0.004577,0.005978,-0.008502 
71,245,-0.000197,-0.000500,-0.144070,-0.010026,0.013714,-0.002728,-0.034777,0.003326 
72,222,-0.000197,-0.000500,-0.179750,0.004926,-0.008420,-0.010893,0.026355,-0.010953 
73,221,-0.000197,-0.000500,-0.160702,0.009054,-0.004757,-0.010295,0.012770,-0.010953 
74,235,-0.000197,-0.000500,-0.154475,0.004728,-0.003656,-0.005024,0.012770,-0.006050 
75,255,-0.000197,-0.000500,-0.148383,-0.004681,-0.001110,0.004748,-0.000815,0.006452 
76,222,-0.000197,-0.000500,-0.308605,0.007929,-0.005402,-0.010268,0.026355,-0.010953 
77,218,-0.000197,-0.000500,-0.123233,0.004233,0.007830,-0.009826,-0.027985,-0.010953 
78,247,-0.000197,-0.000500,-0.144815,-0.003132,0.003017,-0.000036,-0.007607,0.003326 
79,228,-0.000197,-0.000500,-0.172423,0.004171,-0.007748,-0.008203,0.019562,-0.008502 
80,248,-0.000197,-0.000500,-0.147833,-0.003059,-0.002654,0.000922,0.005978,0.003326 
81,255,-0.000197,-0.000500,-0.147465,-0.005023,0.000350,0.004834,-0.000815,0.006452 
82,224,-0.000197,-0.000500,-0.127683,-0.003025,0.011206,-0.011750,-0.034777,-0.008502 
83,234,-0.000197,-0.000500,-0.147391,0.006336,0.000272,-0.005419,-0.000815,-0.006050 
84,226,-0.000197,-0.000500,-0.152972,0.009441,0.002377,-0.003781,-0.007607,-0.008502 
85,236,-0.000197,-0.000500,-0.158083,0.000351,-0.010646,-0.007752,0.026355,-0.006050 
86,219,-0.000197,-0.000500,-0.138218,0.010485,0.003509,-0.007641,-0.014400,-0.010953 
87,241,-0.000197,-0.000500,-0.167851,-0.000396,-0.000381,0.001401,-0.000815,0.000201 
88,241,-0.000197,-0.000500,-0.148345,0.000818,0.000504,0.000468,-0.000815,0.000201 
89,275,-0.000197,-0.000500,-0.158188,-0.015732,0.004812,0.015267,-0.014400,0.018893 
90,243,-0.000197,-0.000500,-0.145911,-0.005539,-0.012782,-0.003519,0.026355,0.000201 
91,276,-0.000197,-0.000500,-0.232847,-0.014382,0.000081,0.018155,-0.000815,0.018893 
92,219,-0.000197,-0.000500,-0.153693,0.010060,0.003624,-0.006537,-0.014400,-0.010953 
93,232,-0.000197,-0.000500,-0.126217,-0.001807,0.010477,-0.009063,-0.027985,-0.006050 
94,248,-0.000197,-0.000500,-0.163219,0.000616,-0.003641,0.005522,0.005978,0.003326 
95,253,-0.000197,-0.000500,-0.146370,-0.009818,0.010126,0.002027,-0.027985,0.006452 
96,241,-0.000197,-0.000500,-0.146892,-0.000245,-0.000207,0.001538,-0.000815,0.000201 
97,229,-0.000197,-0.000500,-0.151437,-0.003042,-0.012752,-0.016321,0.033147,-0.008502 
98,226,-0.000197,-0.000500,-0.206409,0.005263,0.000222,-0.009909,-0.007607,-0.008502 
99,241,-0.000197,-0.000500,-0.148078,0.001743,-0.000518,0.003023,-0.000815,0.000201 
100,242,-0.000197,-0.000500,-0.148167,-0.001246,-0.005787,-0.001179,0.012770,0.000201 
101,240,-0.000197,-0.000500,-0.148891,-0.000696,0.004427,-0.000542,-0.014400,0.000201 
102,233,-0.000197,-0.000500,-0.200789,0.005101,0.004126,-0.005644,-0.014400,-0.006050 
103,239,-0.000197,-0.000500,-0.153245,0.006444,0.006925,0.010154,-0.027985,0.000201 
104,241,-0.000197,-0.000500,-0.147408,0.000382,0.000887,-0.000288,-0.000815,0.000201 
105,283,-0.000197,-0.000500,-0.150619,-0.016227,-0.004293,0.022936,0.005978,0.022080 
106,219,-0.000197,-0.000500,-0.135837,0.010551,0.004231,-0.007074,-0.014400,-0.010953 
107,261,-0.000197,-0.000500,-0.150219,-0.011753,0.005241,0.007740,-0.014400,0.012703 
108,241,-0.000197,-0.000500,-0.162165,0.001012,-0.000326,-0.000140,-0.000815,0.000201 
109,226,-0.000197,-0.000500,-0.131067,0.005990,0.003437,-0.008591,-0.007607,-0.008502 
110,248,-0.000197,-0.000500,-0.150186,-0.002197,-0.003571,0.002503,0.005978,0.003326 
111,219,-0.000197,-0.000500,-0.135824,0.010472,0.004161,-0.007005,-0.014400,-0.010953 
112,229,-0.000197,-0.000500,-0.152967,-0.003009,-0.013812,-0.014875,0.033147,-0.008502 
113,222,-0.000197,-0.000500,-0.170398,0.002411,-0.008825,-0.015056,0.026355,-0.010953 
114,228,-0.000197,-0.000500,-0.157539,0.002444,-0.007345,-0.011194,0.019562,-0.008502 
115,221,-0.000197,-0.000500,-0.159949,0.009413,-0.004955,-0.008357,0.012770,-0.010953 
116,228,-0.000197,-0.000500,-0.157657,0.002660,-0.007731,-0.010731,0.019562,-0.008502 
117,219,-0.000197,-0.000500,-0.134190,0.010826,0.003805,-0.007199,-0.014400,-0.010953 
118,264,-0.000197,-0.000500,-0.147109,-0.011817,-0.013764,0.013317,0.026355,0.012703 
119,221,-0.000197,-0.000500,-0.162665,0.008927,-0.003754,-0.008970,0.012770,-0.010953 
121,228,-0.000197,-0.000500,-0.232102,0.004274,-0.006685,-0.008104,0.019562,-0.008502 
122,221,-0.000197,-0.000500,-0.160492,0.009415,-0.003113,-0.009245,0.012770,-0.010953 
123,226,-0.000197,-0.000500,-0.143990,0.009371,0.002075,-0.005369,-0.007607,-0.008502 
124,228,-0.000197,-0.000500,-0.160180,0.004836,-0.005854,-0.009727,0.019562,-0.008502 
125,241,-0.000197,-0.000500,-0.151962,0.000682,0.000977,0.000616,-0.000815,0.000201 
126,225,-0.000197,-0.000500,-0.132258,0.002961,0.006720,-0.008479,-0.021192,-0.008502 
127,232,-0.000197,-0.000500,-0.132377,-0.000458,0.009791,-0.007072,-0.027985,-0.006050 
128,246,-0.000197,-0.000500,-0.142303,-0.004769,0.007837,0.002231,-0.021192,0.003326 
129,234,-0.000197,-0.000500,-0.232234,0.004240,-0.000080,-0.005911,-0.000815,-0.006050 
130,241,-0.000197,-0.000500,-0.148654,0.000307,0.000216,0.000747,-0.000815,0.000201 
131,240,-0.000197,-0.000500,-0.143164,-0.000420,0.005656,0.000782,-0.014400,0.000201 
132,277,-0.000197,-0.000500,-0.146428,-0.014021,-0.008267,0.018749,0.012770,0.018893 
133,226,-0.000197,-0.000500,-0.143011,0.008195,0.001931,-0.004966,-0.007607,-0.008502 
134,249,-0.000197,-0.000500,-0.147203,-0.005910,-0.009067,0.002587,0.019562,0.003326 
135,241,-0.000197,-0.000500,-0.146850,0.000905,-0.001377,0.001370,-0.000815,0.000201 
136,241,-0.000197,-0.000500,-0.147474,0.001366,-0.000989,0.000476,-0.000815,0.000201 
137,235,-0.000197,-0.000500,-0.154468,0.004163,-0.004993,-0.005431,0.012770,-0.006050 
138,235,-0.000197,-0.000500,-0.154552,0.004801,-0.004411,-0.006929,0.012770,-0.006050 
139,234,-0.000197,-0.000500,-0.146614,0.006448,0.000795,-0.004148,-0.000815,-0.006050 
140,226,-0.000197,-0.000500,-0.142407,0.009169,0.001244,-0.006551,-0.007607,-0.008502 
141,236,-0.000197,-0.000500,-0.153185,-0.000516,-0.010424,-0.009831,0.026355,-0.006050 
142,240,-0.000197,-0.000500,-0.142403,-0.001670,0.004426,-0.000941,-0.014400,0.000201 
143,249,-0.000197,-0.000500,-0.145855,-0.004754,-0.011355,0.002538,0.019562,0.003326 
144,247,-0.000197,-0.000500,-0.146263,-0.002973,0.001138,0.002054,-0.007607,0.003326 
145,241,-0.000197,-0.000500,-0.147311,0.000058,0.000368,0.000158,-0.000815,0.000201 
