UID,runID,cutID,SieveRowID,SieveColID,bpmX,bpmY,focal_theta,focal_x,focal_phi,focal_y,targetCalTh,targetCalPh,targetMeaTh,targetMeaPh,residualTh,residualPh
22400703,2240,150,3,7,-2e-4,-5e-4,-0.002721881490813648,-0.02586398868766404,0.0011291143549343832,-0.004212046803753281,0.005977,0.00333,0.006002012022915609,0.003025764288957554,-2.501202291560894e-5,3.042357110424464e-4
22570403,2257,31,3,4,-2e-4,-4.98e-4,-0.00228903346529563,0.08972927940874036,-0.003972138920308483,0.010395276632390746,0.005979,-0.008499,0.0066334239523675315,-0.00852689003753678,-6.544239523675312e-4,2.7890037536779473e-5
22390803,2239,157,3,8,0.003794,-5.01e-4,2.2475853852316078e-4,-0.028519785040871933,0.0042466156675749316,-0.002402821811989101,-8.17e-4,0.00239,-0.0010309276333436011,0.002928171575214131,2.1392763334360107e-4,-5.381715752141307e-4
22401102,2240,177,2,11,-2e-4,-5e-4,0.006776869601139601,-0.03671127094017094,0.010900000740740741,-0.01930657150997151,-0.0144,0.018896,-0.014225395649688284,0.019048901689540834,-1.7460435031171607e-4,-1.5290168954083393e-4
22441103,2244,178,3,11,0.001792,-0.003498,0.002111561641025641,-0.0344349547008547,0.012177678547008547,-0.016424652706552707,-0.005707,0.016871,-0.005247954571919038,0.017101740358417963,-4.590454280809623e-4,-2.307403584179618e-4
22560903,2256,262,3,9,-1.97e-4,-5e-4,-8.837436252394366e-4,-0.15382139830985916,0.010749179126760563,-0.010265741211267606,-8.15e-4,0.012703,-7.624859497124901e-4,0.012332698200255955,-5.2514050287509866e-5,3.703017997440459e-4
22410404,2241,130,4,4,-0.0032,-4.99e-4,-0.00613856406162465,-0.027746113837535013,-0.00942062918767507,0.001682766941792717,0.019556,-0.005444,0.01809063795587776,-0.005949415528869947,0.0014653620441222406,5.05415528869947e-4
22570801,2257,57,1,8,-2e-4,-4.98e-4,0.012022755796703297,0.09275755909340659,-0.0014770878671703297,-0.012255888983516483,-0.027983,0.006455,-0.02784751167168236,0.006322055171167652,-1.3548832831764137e-4,1.329448288323477e-4
22411002,2241,170,2,10,-0.0032,-4.99e-4,0.003392213769633508,-0.03452434738219895,0.008469280654450262,-0.01924617840314136,-0.007603,0.01888,-0.007878919871809548,0.018208451823942408,2.759198718095473e-4,6.715481760575929e-4
22410803,2241,157,3,8,-0.0032,-4.99e-4,4.0020897006006004e-4,-0.0312488284984985,0.0025276738054054054,-0.01039663075075075,-8.13e-4,0.009506,-0.0017560884812226395,0.008485476546458592,9.430884812226394e-4,0.0010205234535414088
